ID	MumID	Sex	LambAgeAugust	BirthYearF	RunDate	Plate	Age	AgeF	CapYearF	CapYear	LambAdult	IgAmp	IgEmp	IgGmp
1	NA	F	NA	NA	42327	23	NA	NA	2015	2015	NA	1.7572388	0.543552915	0.624301629
2	NA	M	NA	2013	42312	4	1	1	2014	2014	Adults	2.484209144	0.417326575	0.693672439
103	NA	F	NA	NA	42418	68	NA	NA	1993	1993	NA	1.501053101	0.37495778	0.28072799
106	978	F	NA	NA	42384	41	NA	NA	1991	1991	NA	2.455166844	0.502836186	0.73218358
111	NA	F	NA	NA	42411	63	NA	NA	1990	1990	NA	0.836122895	0.824933859	0.356378827
111	NA	F	NA	NA	42384	41	NA	NA	1991	1991	NA	1.409506451	0.830008942	0.438010882
112	111	F	NA	NA	42384	41	NA	NA	1991	1991	NA	0.498554762	0.613886554	0.546547206
112	111	F	NA	NA	42305	12	NA	NA	1992	1992	NA	0.576394524	0.732282504	0.384839158
112	111	F	NA	NA	42314	17	NA	NA	1995	1995	NA	0.681376571	0.681034763	0.35456822
112	111	F	NA	NA	42403	55	NA	NA	1999	1999	NA	0.707090848	0.583584001	0.202434982
113	NA	F	NA	NA	42384	41	NA	NA	1991	1991	NA	2.051957295	0.870384043	0.708888216
113	NA	F	NA	NA	42305	12	NA	NA	1992	1992	NA	2.210527909	0.646696337	0.531316225
114	NA	F	NA	NA	42384	41	NA	NA	1991	1991	NA	1.357964021	0.129718485	0.322222724
114	NA	F	NA	NA	42418	68	NA	NA	1993	1993	NA	1.301185577	0.160358952	0.457143574
114	NA	F	NA	NA	42396	49	NA	NA	1994	1994	NA	1.355949551	0.172798528	0.38093888
117	NA	F	NA	NA	42384	41	NA	NA	1991	1991	NA	0.533589416	1.321736423	0.809026229
117	NA	F	NA	NA	42305	12	NA	NA	1992	1992	NA	0.511641697	1.246635951	0.660788458
119	NA	M	NA	NA	42418	68	NA	NA	1993	1993	NA	0.412439746	0.27346043	0.699764227
120	NA	F	NA	NA	42396	49	NA	NA	1994	1994	NA	1.587264818	1.215947205	0.695907829
126	NA	M	NA	NA	42314	17	NA	NA	1995	1995	NA	1.564988372	0.476093988	0.579862638
126	NA	M	NA	NA	42403	55	NA	NA	1997	1997	NA	1.687948543	0.889754752	0.48198743
127	NA	M	NA	NA	42403	55	NA	NA	1997	1997	NA	1.448347711	1.143501614	0.435017073
127	NA	M	NA	NA	42347	29	NA	NA	1998	1998	NA	1.883814754	0.681524055	0.515235718
132	128	F	NA	NA	42403	55	NA	NA	1999	1999	NA	1.916204918	0.909575203	0.485022666
132	128	F	NA	NA	42346	28	NA	NA	2001	2001	NA	2.022599898	0.809390825	0.607503818
133	NA	F	NA	NA	42403	55	NA	NA	1999	1999	NA	1.616076553	1.506279734	0.516362586
134	2226	F	NA	NA	42403	55	NA	NA	1997	1997	NA	1.057810405	0.522144272	0.213869327
136	115	F	NA	NA	42347	29	NA	NA	1998	1998	NA	0.667495272	0.591605424	0.837664296
153	2346	F	NA	NA	42403	55	NA	NA	1997	1997	NA	0.820989637	0.403782137	0.44814726
153	2346	F	NA	NA	42347	29	NA	NA	1998	1998	NA	0.882723747	0.253335924	0.7057711
153	2346	F	NA	NA	42411	63	NA	NA	2000	2000	NA	1.00530146	0.221332391	0.581434958
154	NA	M	NA	NA	42403	55	NA	NA	1997	1997	NA	0.419582637	0.078439313	0.660406254
155	NA	M	NA	NA	42411	63	NA	NA	2000	2000	NA	0.432525045	1.214323141	0.357232229
492	NA	F	4874	1979	42305	12	13	13	1992	1992	Adults	0.264895322	0.125958232	0.290488316
492	NA	F	5239	1979	42418	68	14	14	1993	1993	Adults	0.578169805	0.182906864	0.328429934
654	502	F	4504	1980	42305	12	12	12	1992	1992	Adults	1.96734765	0.083691062	0.305405248
654	502	F	4869	1980	42418	68	13	13	1993	1993	Adults	1.822368213	0.107852236	0.298809786
824	NA	F	3775	1981	42384	41	10	10	1991	1991	Adults	1.27167396	1.605381714	0.48817068
824	NA	F	4136	1981	42305	12	11	11	1992	1992	Adults	1.263688527	1.284037102	0.32059227
824	NA	F	5599	1981	42304	7	15	15	1996	1996	Adults	1.190531455	1.114697125	0.295072553
832	NA	F	3415	1981	42411	63	9	9	1990	1990	Adults	1.096034424	0.837405458	0.308089707
832	NA	F	3780	1981	42384	41	10	10	1991	1991	Adults	0.901079001	0.591171608	0.379344441
979	NA	F	NA	1982	42384	41	9	9	1991	1991	Adults	2.108165078	1.530825014	0.654595789
981	492	F	NA	1982	42384	41	9	9	1991	1991	Adults	0.736824134	0.811164693	0.800928677
982	NA	F	3766	1982	42305	12	10	10	1992	1992	Adults	1.512043822	1.190428278	0.804768563
982	NA	F	4131	1982	42418	68	11	11	1993	1993	Adults	1.224935864	1.27778707	0.726460487
983	NA	F	3411	1982	42384	41	9	9	1991	1991	Adults	1.055214709	0.723573623	0.26853445
987	NA	F	3761	1982	42305	12	10	10	1992	1992	Adults	1.643872619	0.152997025	0.439255215
1149	NA	F	2670	1983	42411	63	7	7	1990	1990	Adults	1.779729886	0.788122752	0.389207631
1149	NA	F	3035	1983	42384	41	8	8	1991	1991	Adults	2.025810698	0.738976938	0.49475334
1149	NA	F	3397	1983	42304	11	9	9	1992	1992	Adults	1.984469695	0.576961614	0.293241762
1154	649	F	NA	1983	42411	63	7	7	1990	1990	Adults	1.910089087	0.995634147	0.598975142
1154	649	F	NA	1983	42384	41	8	8	1991	1991	Adults	2.027080726	0.767323147	0.883478548
1154	649	F	NA	1983	42305	12	9	9	1992	1992	Adults	2.48594266	0.962483676	0.773106993
1154	649	F	NA	1983	42418	68	10	10	1993	1993	Adults	2.0019424	0.857244491	0.864255202
1154	649	F	NA	1983	42304	7	13	13	1996	1996	Adults	2.316400355	0.757656756	0.531711364
1154	649	F	NA	1983	42403	55	14	14	1997	1997	Adults	2.433115021	0.777356286	0.822431004
1154	649	F	NA	1983	42347	29	15	15	1998	1998	Adults	2.237175127	0.589534489	0.780955275
1156	NA	F	2671	1983	42411	63	7	7	1990	1990	Adults	2.130176913	1.306166069	0.412286298
1156	NA	F	3037	1983	42384	41	8	8	1991	1991	Adults	2.582193506	1.037689108	0.52180477
1156	NA	F	3403	1983	42305	12	9	9	1992	1992	Adults	2.192175284	1.066641519	0.464861518
1156	NA	F	4866	1983	42304	7	13	13	1996	1996	Adults	1.216933703	1.081873361	0.11321545
1157	NA	F	2678	1983	42411	63	7	7	1990	1990	Adults	1.31574688	0.698455842	0.245508363
1157	NA	F	3042	1983	42384	41	8	8	1991	1991	Adults	1.256754544	0.447783936	0.378783472
1159	NA	F	2683	1983	42411	63	7	7	1990	1990	Adults	1.410937359	1.479245599	0.465337913
1160	NA	F	NA	1983	42411	63	7	7	1990	1990	Adults	1.943578848	1.214767308	0.508840868
1160	NA	F	NA	1983	42384	41	8	8	1991	1991	Adults	2.327914327	1.217564934	0.424040695
1166	503	F	3403	1983	42305	12	9	9	1992	1992	Adults	1.44580594	0.645564251	0.345787501
1167	NA	F	3042	1983	42384	41	8	8	1991	1991	Adults	2.277119364	2.136247501	0.804150948
1172	NA	F	3035	1983	42384	41	8	8	1991	1991	Adults	1.951959437	1.834555649	0.488387516
1174	NA	F	3401	1983	42305	12	9	9	1992	1992	Adults	1.690539664	0.807081133	0.463629004
1175	501	F	3043	1983	42384	41	8	8	1991	1991	Adults	1.675783799	1.666393959	0.76843564
1175	501	F	3404	1983	42305	12	9	9	1992	1992	Adults	1.420033166	1.837713221	0.722375565
1177	NA	F	3034	1983	42384	41	8	8	1991	1991	Adults	1.260088451	0.457493012	0.355198208
1183	NA	F	NA	1983	42384	41	8	8	1991	1991	Adults	0.295698516	0.78169017	0.589037582
1185	NA	F	NA	1983	42305	12	9	9	1992	1992	Adults	2.343592462	1.292535694	0.541418455
1186	NA	F	NA	1983	42384	41	8	8	1991	1991	Adults	0.709857324	0.492764365	0.352019273
1186	NA	F	NA	1983	42314	17	12	12	1995	1995	Adults	0.640922632	0.701488711	0.41240523
1302	NA	F	2679	1984	42384	41	7	7	1991	1991	Adults	1.864010373	1.258738187	0.341526133
1302	NA	F	3407	1984	42418	68	9	9	1993	1993	Adults	1.759571391	1.127181248	0.382381861
1302	NA	F	3778	1984	42396	49	10	10	1994	1994	Adults	1.745499634	0.664783489	0.400073721
1311	NA	F	3034	1984	42304	11	8	8	1992	1992	Adults	1.564405931	0.047144275	1.494531611
1311	NA	F	3404	1984	42418	68	9	9	1993	1993	Adults	1.628019791	0.051345775	0.701509938
1311	NA	F	4135	1984	42314	17	11	11	1995	1995	Adults	1.824240334	0.057002454	0.832149767
1311	NA	F	4498	1984	42304	7	12	12	1996	1996	Adults	2.341817663	0.068958094	0.612708519
1319	982	F	2309	1984	42411	63	6	6	1990	1990	Adults	1.689248655	2.003396897	0.580783118
1319	982	F	2675	1984	42384	41	7	7	1991	1991	Adults	1.363861217	1.681106972	0.564170496
1319	982	F	3038	1984	42304	11	8	8	1992	1992	Adults	0.956145915	0.867495787	0.180580462
1319	982	F	3403	1984	42418	68	9	9	1993	1993	Adults	1.197193477	1.767013222	0.551903458
1319	982	F	3774	1984	42396	49	10	10	1994	1994	Adults	1.199111266	1.596224857	0.558194368
1320	NA	F	2296	1984	42411	63	6	6	1990	1990	Adults	1.604247263	1.201521111	0.428279979
1320	NA	F	2664	1984	42384	41	7	7	1991	1991	Adults	1.472346665	1.177622122	0.478154517
1321	976	F	2664	1984	42384	41	7	7	1991	1991	Adults	0.889849926	1.021437379	0.379276698
1321	976	F	3025	1984	42304	11	8	8	1992	1992	Adults	1.165944275	1.281882799	0.307332485
1323	286	F	3034	1984	42304	11	8	8	1992	1992	Adults	1.468918083	0.515624737	0.474523338
1323	286	F	3399	1984	42418	68	9	9	1993	1993	Adults	1.878969666	0.794250381	0.561985301
1323	286	F	3774	1984	42396	49	10	10	1994	1994	Adults	1.557850248	0.626712571	0.506595591
1323	286	F	4132	1984	42314	17	11	11	1995	1995	Adults	1.782204312	1.394967973	0.584768262
1323	286	F	4500	1984	42304	7	12	12	1996	1996	Adults	1.891547371	0.797004831	0.591459393
1328	NA	F	3042	1984	42304	11	8	8	1992	1992	Adults	1.211165098	0.740773112	0.427033045
1328	NA	F	4144	1984	42314	17	11	11	1995	1995	Adults	1.549382801	0.865886799	0.383974756
1329	NA	F	2309	1984	42411	63	6	6	1990	1990	Adults	1.612668183	0.584748915	0.300042342
1329	NA	F	2676	1984	42384	41	7	7	1991	1991	Adults	1.40712663	0.637488265	0.275480211
1332	380	F	3363	1984	42418	68	9	9	1993	1993	Adults	2.240390419	1.163744714	0.502426066
1332	380	F	3732	1984	42396	49	10	10	1994	1994	Adults	2.093558707	1.11343293	0.562567439
1332	380	F	4097	1984	42314	17	11	11	1995	1995	Adults	2.131551684	1.51912424	0.480359252
1332	380	F	4458	1984	42304	7	12	12	1996	1996	Adults	2.432026904	1.472732774	0.30959036
1333	NA	F	2664	1984	42384	41	7	7	1991	1991	Adults	1.215191427	0.429716412	0.682376113
1333	NA	F	3025	1984	42304	11	8	8	1992	1992	Adults	0.878966221	0.300742676	0.684958858
1335	NA	F	3027	1984	42304	11	8	8	1992	1992	Adults	1.694425236	0.352986662	0.442053789
1335	NA	F	3767	1984	42396	49	10	10	1994	1994	Adults	1.735857918	0.400362201	0.412189316
1336	94	F	2306	1984	42411	63	6	6	1990	1990	Adults	1.205233917	1.586474809	0.696945356
1336	94	F	3034	1984	42304	11	8	8	1992	1992	Adults	1.262904852	1.286764878	0.63359985
1336	94	F	3403	1984	42418	68	9	9	1993	1993	Adults	1.554002226	1.157781026	0.800401366
1339	NA	F	2681	1984	42384	41	7	7	1991	1991	Adults	2.021467383	0.604070848	0.879234583
1339	NA	F	3408	1984	42418	68	9	9	1993	1993	Adults	2.097549644	0.523533199	0.754483281
1364	NA	F	NA	1984	42384	41	7	7	1991	1991	Adults	1.933032378	0.611349982	0.653311118
1364	NA	F	NA	1984	42304	11	8	8	1992	1992	Adults	1.843047536	0.744502396	0.554371932
1364	NA	F	NA	1984	42418	68	9	9	1993	1993	Adults	1.554582925	0.41765411	0.500176658
1628	NA	F	2308	1985	42384	41	6	6	1991	1991	Adults	1.799475977	1.315319217	0.422786057
1628	NA	F	2669	1985	42304	11	7	7	1992	1992	Adults	0.911872976	1.329198928	0.228043862
1629	NA	F	2668	1985	42304	11	7	7	1992	1992	Adults	0.26031089	0.030993413	0.018121927
1630	828	F	2675	1985	42304	11	7	7	1992	1992	Adults	2.126766724	1.648498466	0.550463989
1630	828	F	3040	1985	42418	68	8	8	1993	1993	Adults	1.978487626	2.118704677	0.580853063
1725	628	F	3039	1986	42396	49	8	8	1994	1994	Adults	0.680112279	0.874655191	0.659089841
1725	628	F	3407	1986	42314	17	9	9	1995	1995	Adults	0.779054849	1.036017982	0.382588486
1736	632	F	1574	1986	42411	63	4	4	1990	1990	Adults	0.960987359	0.212138597	0.348574444
1736	632	F	1939	1986	42384	41	5	5	1991	1991	Adults	1.448538573	0.327040067	0.355469163
1736	632	F	2301	1986	42304	11	6	6	1992	1992	Adults	1.488519264	0.281500693	0.667917993
1736	632	F	3037	1986	42396	49	8	8	1994	1994	Adults	1.497743084	0.217606476	0.463629508
1738	1160	F	2298	1986	42304	11	6	6	1992	1992	Adults	2.295641258	1.091245613	0.619471212
1739	1186	F	3038	1986	42396	49	8	8	1994	1994	Adults	1.402358523	2.227317972	0.519367942
1739	1186	F	3407	1986	42314	17	9	9	1995	1995	Adults	1.10961434	1.932172755	0.523735265
1739	1186	F	5586	1986	42346	28	15	15	2001	2001	Adults	1.507411548	1.255949025	0.534538376
1740	493	F	1577	1986	42411	63	4	4	1990	1990	Adults	1.335663433	1.505296172	0.497892191
1740	493	F	1944	1986	42384	41	5	5	1991	1991	Adults	1.539744721	1.161729729	0.762950404
1740	493	F	2308	1986	42304	11	6	6	1992	1992	Adults	1.265889462	1.388481403	0.622879862
1740	493	F	2676	1986	42418	68	7	7	1993	1993	Adults	1.299327003	1.75875516	0.594173647
1740	493	F	3407	1986	42314	17	9	9	1995	1995	Adults	1.288808352	1.42164014	0.641134487
1742	1159	F	2305	1986	42304	11	6	6	1992	1992	Adults	0.558207087	0.576287395	0.708119258
1742	1159	F	3041	1986	42396	49	8	8	1994	1994	Adults	0.638301131	0.827275729	0.78641255
1742	1159	F	3406	1986	42314	17	9	9	1995	1995	Adults	0.48330532	0.763127833	0.801958016
1742	1159	F	4130	1986	42403	55	11	11	1997	1997	Adults	1.163893174	0.780371525	0.800802598
1817	634	F	1214	1987	42411	63	3	3	1990	1990	Adults	2.057773558	1.186517516	0.734113521
1817	634	F	1581	1987	42383	40	4	4	1991	1991	Adults	1.721309374	0.97477966	0.560759386
1817	634	F	1942	1987	42304	11	5	5	1992	1992	Adults	1.870963191	1.010427821	0.60193816
1817	634	F	3046	1987	42314	17	8	8	1995	1995	Adults	1.965480029	1.284059321	0.724450365
1833	1175	F	1211	1987	42411	63	3	3	1990	1990	Adults	0.853205087	0.867364991	0.698071557
1833	1175	F	1578	1987	42384	41	4	4	1991	1991	Adults	0.983784172	1.015242318	0.854546393
1833	1175	F	1939	1987	42305	12	5	5	1992	1992	Adults	0.85063497	1.278189561	0.501092085
1845	1166	F	1212	1987	42411	63	3	3	1990	1990	Adults	1.12461569	1.198071374	0.469961317
1845	1166	F	1577	1987	42384	41	4	4	1991	1991	Adults	1.288432306	1.278577136	0.557828987
1860	1673	F	1208	1987	42411	63	3	3	1990	1990	Adults	1.725235121	0.439989563	0.927686365
1860	1673	F	1576	1987	42384	41	4	4	1991	1991	Adults	2.1338114	0.417013175	0.965036557
1860	1673	F	1937	1987	42304	11	5	5	1992	1992	Adults	1.741591367	0.418629324	0.793811128
1860	1673	F	2307	1987	42418	68	6	6	1993	1993	Adults	1.392035646	0.415513509	0.775321594
1860	1673	F	2677	1987	42396	49	7	7	1994	1994	Adults	2.033267673	0.496837727	0.773193238
1860	1673	F	3400	1987	42304	7	9	9	1996	1996	Adults	2.169169326	0.360292063	0.647836894
1860	1673	F	3762	1987	42403	55	10	10	1997	1997	Adults	1.92587494	0.619750278	0.720175256
1879	105	M	1213	1987	42411	63	3	3	1990	1990	Adults	2.000965176	0.215832352	0.589886192
1896	1339	F	1569	1987	42383	40	4	4	1991	1991	Adults	1.706337852	1.755827394	0.458306363
1897	980	F	1202	1987	42411	63	3	3	1990	1990	Adults	1.450302093	1.052706867	0.67610356
1901	1160	F	1569	1987	42384	41	4	4	1991	1991	Adults	2.067820211	2.319870471	0.581547128
1901	1160	F	2661	1987	42396	49	7	7	1994	1994	Adults	1.865820778	2.155131834	0.426883669
1910	637	F	1938	1987	42304	11	5	5	1992	1992	Adults	1.845113926	1.004971055	0.815547176
1910	637	F	2303	1987	42418	68	6	6	1993	1993	Adults	1.381492821	0.975060764	0.81967749
1910	637	F	2674	1987	42396	49	7	7	1994	1994	Adults	1.850774698	1.013600996	0.817595569
1910	637	F	3036	1987	42314	17	8	8	1995	1995	Adults	1.808268834	1.141649225	0.927065659
1910	637	F	3763	1987	42398	54	10	10	1997	1997	Adults	2.211939883	1.145064364	0.98776253
1911	1659	F	1594	1987	42384	41	4	4	1991	1991	Adults	1.525605603	0.070824121	0.648693314
1950	502	F	1216	1987	42411	63	3	3	1990	1990	Adults	0.978632195	0.58884621	0.817846994
1950	502	F	1945	1987	42304	11	5	5	1992	1992	Adults	1.854753355	0.686410336	0.708246702
1950	502	F	2310	1987	42418	68	6	6	1993	1993	Adults	1.289741346	0.85215124	0.846902533
1950	502	F	2681	1987	42396	49	7	7	1994	1994	Adults	1.254447075	0.50620641	0.51572449
1950	502	F	3043	1987	42314	17	8	8	1995	1995	Adults	1.40049575	0.643657815	0.66186745
1950	502	F	3408	1987	42304	7	9	9	1996	1996	Adults	1.535812257	0.764239459	NA
1950	502	F	3770	1987	42398	54	10	10	1997	1997	Adults	1.714818944	0.634110424	0.841554188
1951	503	F	1210	1987	42411	63	3	3	1990	1990	Adults	1.610024332	2.234850445	0.481464665
1951	503	F	1941	1987	42304	11	5	5	1992	1992	Adults	1.844842315	2.572027588	0.387178048
1951	503	F	2673	1987	42396	49	7	7	1994	1994	Adults	2.050405661	2.563910497	0.42118673
1952	NA	M	2671	1987	42396	49	7	7	1994	1994	Adults	1.542080982	0.317152596	0.295724143
1954	1149	F	1935	1987	42304	11	5	5	1992	1992	Adults	2.149043225	1.417930049	0.570729617
1954	1149	F	2305	1987	42418	68	6	6	1993	1993	Adults	2.151326766	1.452451696	0.619155827
1954	1149	F	3399	1987	42304	7	9	9	1996	1996	Adults	2.341456334	1.85523843	0.586292668
1954	1149	F	3760	1987	42403	55	10	10	1997	1997	Adults	2.40514824	1.747447278	0.758183801
1956	978	F	1933	1987	42304	11	5	5	1992	1992	Adults	1.612702183	0.831749968	0.342546784
1958	1186	M	2296	1987	42418	68	6	6	1993	1993	Adults	0.214575123	0.675994921	0.428102181
1959	829	F	1556	1987	42384	41	4	4	1991	1991	Adults	2.142225751	0.89237114	0.966410501
1959	829	F	1919	1987	42304	11	5	5	1992	1992	Adults	2.113865648	0.740452316	0.853547384
1959	829	F	2284	1987	42418	68	6	6	1993	1993	Adults	2.232767517	0.886843373	1.049523823
1959	829	F	2657	1987	42396	49	7	7	1994	1994	Adults	2.430328141	0.774881252	0.993335207
1960	1337	F	1576	1987	42384	41	4	4	1991	1991	Adults	1.139794317	0.455215754	0.42370747
1960	1337	F	2674	1987	42396	49	7	7	1994	1994	Adults	1.067243078	0.292343848	0.442541947
1962	1159	M	2298	1987	42418	68	6	6	1993	1993	Adults	1.387846904	1.273188142	0.954431523
1963	1156	F	1210	1987	42411	63	3	3	1990	1990	Adults	1.452402707	0.82631867	0.705954783
1963	1156	F	3405	1987	42304	7	9	9	1996	1996	Adults	2.25348693	0.893147119	0.49966428
1963	1156	F	3764	1987	42403	55	10	10	1997	1997	Adults	2.313399896	1.04169671	0.623778756
1971	101	F	1587	1987	42384	41	4	4	1991	1991	Adults	1.68929091	0.790985898	0.647958901
1971	101	F	1949	1987	42304	11	5	5	1992	1992	Adults	1.424262403	0.732358751	0.758439568
1971	101	F	2318	1987	42418	68	6	6	1993	1993	Adults	1.452017173	0.874366466	0.601821016
1971	101	F	2683	1987	42396	49	7	7	1994	1994	Adults	1.671745864	0.625917614	0.500283373
2032	NA	M	854	1988	42411	63	2	2	1990	1990	Adults	1.17444129	0.412841624	0.429180892
2053	1150	F	1580	1988	42304	11	4	4	1992	1992	Adults	1.474713792	0.812020803	0.438174458
2136	1149	F	1574	1988	42304	11	4	4	1992	1992	Adults	1.460042202	0.553081038	0.652332289
2136	1149	F	1944	1988	42418	68	5	5	1993	1993	Adults	1.069470953	0.702329098	0.883542545
2136	1149	F	3038	1988	42304	7	8	8	1996	1996	Adults	1.316389068	1.223087041	0.383563047
2138	976	F	1186	1988	42383	40	3	3	1991	1991	Adults	1.764877354	0.96107444	0.425716883
2138	976	F	1547	1988	42304	11	4	4	1992	1992	Adults	2.085402409	1.127639589	0.680076918
2138	976	F	1916	1988	42418	68	5	5	1993	1993	Adults	1.977143333	0.920272736	0.697539906
2138	976	F	3741	1988	42347	29	10	10	1998	1998	Adults	1.890379427	0.446788914	0.489559009
2138	976	F	4103	1988	42403	55	11	11	1999	1999	Adults	1.577902156	0.676696842	0.563148914
2139	981	F	855	1988	42411	63	2	2	1990	1990	Adults	1.541572406	0.387255511	0.720611403
2139	981	F	1221	1988	42383	40	3	3	1991	1991	Adults	1.700651497	0.60582198	0.442113035
2140	1160	F	851	1988	42411	63	2	2	1990	1990	Adults	1.737634144	1.371781135	0.467778037
2140	1160	F	2312	1988	42396	50	6	6	1994	1994	Adults	1.826123313	2.158725351	0.60355494
2140	1160	F	3040	1988	42304	7	8	8	1996	1996	Adults	2.203348918	1.941801238	0.339572471
2141	1172	F	1223	1988	42383	40	3	3	1991	1991	Adults	1.913197678	0.367516324	0.55614338
2141	1172	F	1585	1988	42304	11	4	4	1992	1992	Adults	1.820619089	0.55923674	0.834227089
2141	1172	F	1954	1988	42418	68	5	5	1993	1993	Adults	1.642639016	0.294708996	0.935813714
2141	1172	F	2319	1988	42396	50	6	6	1994	1994	Adults	1.6736114	0.429451586	0.735493987
2141	1172	F	2687	1988	42314	17	7	7	1995	1995	Adults	1.749722777	0.325851768	0.550544108
2141	1172	F	3051	1988	42304	7	8	8	1996	1996	Adults	2.095398051	0.582436076	0.617075893
2142	1179	F	1217	1988	42383	40	3	3	1991	1991	Adults	NA	0.728792381	0.69365693
2142	1179	F	1578	1988	42304	11	4	4	1992	1992	Adults	1.124052443	0.522353092	0.878902249
2143	1323	F	1591	1988	42304	11	4	4	1992	1992	Adults	2.404098779	1.267531054	0.491281617
2143	1323	F	2331	1988	42396	50	6	6	1994	1994	Adults	1.899874764	1.298884476	0.811856915
2143	1323	F	2689	1988	42314	17	7	7	1995	1995	Adults	1.985124075	1.447804068	0.920507858
2143	1323	F	3416	1988	42398	54	9	9	1997	1997	Adults	2.183783714	0.966259842	1.003627237
2143	1323	F	3781	1988	42347	29	10	10	1998	1998	Adults	2.394472759	0.855629272	0.551159396
2144	824	F	853	1988	42411	63	2	2	1990	1990	Adults	1.027121516	0.342296338	0.47200864
2144	824	F	1218	1988	42383	40	3	3	1991	1991	Adults	0.701298	0.247824418	0.427240289
2144	824	F	1579	1988	42304	11	4	4	1992	1992	Adults	0.779916024	0.147162559	0.474146261
2144	824	F	3405	1988	42398	54	9	9	1997	1997	Adults	1.64324302	0.39605199	0.943533401
2144	824	F	3770	1988	42347	29	10	10	1998	1998	Adults	1.433640494	0.18709458	0.390835087
2145	982	F	1582	1988	42304	11	4	4	1992	1992	Adults	0.733590055	0.747628185	0.545424603
2145	982	F	1947	1988	42418	68	5	5	1993	1993	Adults	1.00633786	1.224146143	0.546287886
2145	982	F	2318	1988	42396	50	6	6	1994	1994	Adults	1.085287391	1.11338008	NA
2145	982	F	2680	1988	42314	17	7	7	1995	1995	Adults	0.696064191	1.252568587	0.587426323
2145	982	F	3407	1988	42398	54	9	9	1997	1997	Adults	0.759930376	1.221115573	0.733781879
2145	982	F	3772	1988	42347	29	10	10	1998	1998	Adults	0.644590719	1.145362335	0.41832698
2147	637	F	1586	1988	42304	11	4	4	1992	1992	Adults	0.865018781	0.299748791	0.489725744
2147	637	F	1951	1988	42418	68	5	5	1993	1993	Adults	1.900515875	0.847087713	0.91636545
2147	637	F	2322	1988	42396	50	6	6	1994	1994	Adults	1.427234943	0.816319485	0.538767807
2147	637	F	2684	1988	42314	17	7	7	1995	1995	Adults	1.4488781	0.827713344	0.618148434
2147	637	F	3052	1988	42304	7	8	8	1996	1996	Adults	2.071684315	1.279149861	0.479341343
2148	111	F	1219	1988	42383	40	3	3	1991	1991	Adults	0.87871348	0.355632686	0.382715534
2148	111	F	1580	1988	42304	11	4	4	1992	1992	Adults	1.257579132	0.363648102	0.440275929
2148	111	F	1949	1988	42418	68	5	5	1993	1993	Adults	0.925287537	0.41394408	0.42160891
2148	111	F	2684	1988	42314	17	7	7	1995	1995	Adults	1.192181477	0.604854044	0.517142843
2148	111	F	3045	1988	42304	7	8	8	1996	1996	Adults	1.136751812	0.578044459	0.394463627
2148	111	F	3410	1988	42398	54	9	9	1997	1997	Adults	1.328034892	0.611382281	0.632422197
2168	1323	M	496	1989	42411	64	1	1	1990	1990	Adults	1.909616801	0.633617589	0.774452737
2168	1323	M	860	1989	42383	40	2	2	1991	1991	Adults	1.291332296	0.733199833	0.710220872
2168	1323	M	1222	1989	42304	10	3	3	1992	1992	Adults	1.297256284	0.805305524	0.693827153
2168	1323	M	1587	1989	42419	69	4	4	1993	1993	Adults	1.577142932	0.743864145	0.756262962
2168	1323	M	2688	1989	42304	7	7	7	1996	1996	Adults	1.665147123	0.978464081	0.533374214
2168	1323	M	3047	1989	42398	54	8	8	1997	1997	Adults	1.669942202	0.906841062	0.838635428
2171	654	M	488	1989	42411	64	1	1	1990	1990	Adults	0.918595582	0.142702058	0.544830175
2171	654	M	854	1989	42383	40	2	2	1991	1991	Adults	0.615243288	0.1934929	0.457892186
2171	654	M	1217	1989	42304	10	3	3	1992	1992	Adults	0.308372866	0.243559689	0.546640605
2171	654	M	1582	1989	42419	69	4	4	1993	1993	Adults	1.19311705	0.410816191	0.499156751
2171	654	M	1952	1989	42396	50	5	5	1994	1994	Adults	0.559329256	0.293652699	0.58332561
2177	832	F	487	1989	42411	64	1	1	1990	1990	Adults	0.893315659	0.393453743	0.561415766
2179	117	M	494	1989	42411	64	1	1	1990	1990	Adults	0.382358575	0.726647929	0.705005111
2182	1159	F	485	1989	42411	64	1	1	1990	1990	Adults	1.311651905	0.282120221	0.481767372
2182	1159	F	854	1989	42383	40	2	2	1991	1991	Adults	0.845412183	0.538307104	0.274616712
2187	982	M	483	1989	42411	64	1	1	1990	1990	Adults	1.171565164	1.29046859	0.704880304
2187	982	M	849	1989	42383	40	2	2	1991	1991	Adults	0.733035348	0.930230596	0.437412094
2187	982	M	1212	1989	42304	10	3	3	1992	1992	Adults	1.363910525	1.055211986	0.543582498
2187	982	M	1577	1989	42419	69	4	4	1993	1993	Adults	1.014894394	1.055478524	0.52736132
2187	982	M	1947	1989	42396	50	5	5	1994	1994	Adults	0.708772984	1.180779916	0.501376263
2192	1339	F	483	1989	42411	64	1	1	1990	1990	Adults	1.124468935	0.951222275	0.470127425
2192	1339	F	848	1989	42383	40	2	2	1991	1991	Adults	1.328278223	1.281149875	0.264786454
2193	492	M	480	1989	42411	64	1	1	1990	1990	Adults	1.260958958	0.67309047	0.591763622
2195	1303	M	480	1989	42411	64	1	1	1990	1990	Adults	1.057402872	0.310244658	0.525792324
2195	1303	M	846	1989	42383	40	2	2	1991	1991	Adults	1.081702093	0.583165984	0.549936091
