ID	MOTHER	FATHER
364	NA	NA
2922	2430	1663
2923	2585	2716
2924	1149	2746
2925	2238	NA
2926	116	2291
2927	2758	2660
2928	1739	2432
2929	1739	2187
2930	1833	NA
2931	2403	NA
365	NA	NA
2932	2239	2732
2933	2418	2390
2934	2527	NA
2935	1896	123
2936	1896	1663
2937	2248	1955
2938	2141	2326
2939	2141	2326
2940	1736	1300
2941	1736	2374
366	NA	NA
2942	1178	1300
2943	1178	1300
2944	1741	2752
2945	1319	2417
2946	1319	2417
2947	2147	2371
2948	1956	124
2949	1956	2208
2950	1339	2401
2951	1339	2371
111	NA	NA
367	NA	NA
2952	2662	NA
2953	1742	123
2954	2438	1955
2955	2404	2229
2956	2594	2198
2957	2702	2417
2958	2349	2417
2959	2422	2402
2960	112	2198
2961	2598	2716
368	NA	NA
2962	1954	2229
2963	2316	1962
2964	1364	2291
2965	1364	2207
2966	2407	NA
2967	2596	NA
2968	1630	2549
2969	1630	2549
2970	2740	1962
2971	2718	2207
369	NA	NA
2972	1951	123
2973	1951	123
2974	2509	NA
2975	1321	NA
2976	2538	NA
2977	2169	2417
2978	1156	NA
2979	1156	NA
2980	2421	NA
2981	1725	2371
370	NA	NA
2982	1186	1663
2983	1186	1663
2984	2145	2187
2985	1860	2353
2986	2363	2187
2987	1910	1962
2988	2136	2208
2989	2696	2371
2990	2663	1663
2991	2750	2187
371	NA	NA
2992	2692	2415
2993	2414	1955
2994	1959	102
2995	2759	2351
2996	987	1952
2997	2148	2168
2998	2431	1962
2999	1950	2168
3000	114	2229
3001	2626	2340
372	NA	NA
3002	2606	NA
3003	1897	102
3004	2408	2413
3005	1328	2187
3006	2143	2207
373	NA	NA
3007	NA	1958
3008	NA	NA
3009	2428	2340
3010	2439	2651
3011	2145	2187
3012	129	2398
3013	NA	123
3014	NA	NA
3015	NA	2410
3016	NA	NA
374	NA	NA
3017	134	NA
3018	NA	2417
3019	NA	2347
3020	NA	NA
3021	982	2390
3022	2721	2401
3023	2678	1663
3024	2423	2467
3025	2726	1300
3026	2731	2353
375	NA	NA
3027	2741	2208
3028	1960	2374
3029	2699	2168
3030	2738	2521
3031	2723	2669
3032	492	2198
3033	1181	2467
3034	2424	NA
3035	2435	2390
3036	2438	1955
376	NA	NA
3037	2751	2171
3038	824	2198
3039	2675	1300
3040	2672	NA
3041	2686	2356
3042	2706	NA
3043	2652	NA
3044	2738	NA
3045	2686	NA
3046	2436	2187
85	NA	NA
112	111	NA
377	NA	NA
3047	116	NA
3048	2476	2168
3049	2247	NA
3050	2505	2754
3051	1341	2168
3052	2423	NA
3053	2346	3015
3054	2682	123
3055	2493	2358
3056	2316	NA
378	NA	NA
3057	1333	2374
3058	2421	NA
3059	2426	NA
3060	2427	2221
3061	1901	2358
3062	2463	2198
3063	1817	2168
3064	2138	102
3065	2731	2221
3066	2662	2207
379	NA	NA
3067	2416	2753
3068	2428	2398
3069	2406	2291
3070	2541	2374
3071	2527	NA
3072	2425	2353
3073	2237	2402
3074	2331	NA
3075	2424	NA
3076	2471	NA
380	NA	NA
3077	2243	2434
3078	2238	2187
3079	2522	2198
3080	2403	2582
3081	2240	2367
3082	982	2168
3083	2627	2291
3084	1740	2757
3085	2235	NA
3086	2692	2690
381	NA	NA
3087	2751	1955
3088	2431	2326
3089	2248	147
3090	2419	NA
3091	2419	NA
3092	1833	2168
3093	1833	2168
3094	1336	2400
3095	115	1955
3096	2333	NA
382	NA	NA
3097	2333	2208
3098	2741	2402
3099	2608	2410
3100	1332	1955
3101	1971	1962
3102	2524	147
3103	2438	2434
3104	2438	2390
3105	2307	2371
3106	2483	126
383	NA	NA
3107	2422	2340
3108	2239	NA
3109	2699	2198
3110	1896	NA
3111	824	2198
3112	2392	NA
3113	2392	2358
3114	2136	2757
3115	112	2371
3116	112	2168
384	NA	NA
3117	1628	2168
3118	2147	2198
3119	2598	2208
3120	2418	2374
3121	2435	2168
3122	2407	NA
3123	2437	2353
3124	1149	2168
3125	2429	2221
3126	2429	2221
385	NA	NA
3127	2625	NA
3128	1741	1952
3129	2509	2171
3130	1897	147
3131	1739	2985
3132	2141	1952
3133	1725	147
3134	1725	147
3135	NA	2398
3136	NA	NA
386	NA	NA
3137	1302	2221
3138	1328	2900
3139	2441	2374
3140	1951	2353
3141	1951	2371
3142	2145	2374
3143	2145	2374
3144	2596	NA
3145	1956	NA
3146	1956	1663
113	NA	NA
387	NA	NA
3147	2714	2390
3148	1963	NA
3149	2856	2415
3150	2759	2371
3151	1321	2198
3152	1960	123
3153	1959	2417
3154	1959	2353
3155	1736	1952
3156	2218	1952
388	NA	NA
3157	2289	NA
3158	1860	2342
3159	1954	2374
3160	1910	2374
3161	2404	2187
3162	2404	2187
3163	2439	NA
3164	2713	NA
3165	2687	2187
3166	2667	NA
389	NA	NA
3167	1156	1962
3168	1738	2198
3169	2672	NA
3170	1950	2171
3171	2436	2198
3172	2349	2187
3173	2740	2735
3174	2363	2326
3175	2721	2400
3176	2626	2207
390	NA	NA
3177	114	2756
3178	2294	2342
3179	2249	2981
3180	2241	NA
3181	1319	1962
3182	1335	2198
3183	1742	2374
3184	1303	2342
3185	NA	NA
3186	2148	2291
391	NA	NA
3187	135	NA
3188	NA	2398
3189	NA	2724
3190	2723	2310
3191	2678	2374
3192	2666	2310
3193	NA	NA
3194	2852	2756
3195	2433	NA
3196	2844	2754
392	NA	NA
3197	2702	2291
3198	153	2340
3199	1180	1955
3200	2937	2340
3201	2695	2400
3202	2249	2168
3203	133	NA
3204	2249	2660
3205	2993	2679
3206	2912	NA
393	NA	NA
3207	2873	2171
3208	NA	NA
3209	2713	2374
3210	2905	2198
3211	NA	NA
3212	NA	NA
3213	1174	2417
3214	2726	148
3215	2961	2725
3216	2999	2168
394	NA	NA
3217	2881	2171
3218	2412	2187
3219	2412	2187
3220	NA	NA
3221	2884	2916
3222	2886	2398
3223	2960	122
3224	2758	1962
3225	1339	122
3226	2859	122
395	NA	NA
3227	NA	NA
3228	2944	NA
3229	NA	NA
3230	2435	2168
3231	2696	NA
3232	2955	NA
3233	2285	2291
3234	2285	2291
3235	1960	123
3236	2749	1955
396	NA	NA
3237	2585	NA
3238	2706	123
3239	2750	2455
3240	NA	NA
3241	2747	2582
3242	NA	NA
3243	NA	NA
3244	2994	NA
3245	2404	2671
3246	2427	2340
114	NA	NA
397	NA	NA
3247	2406	3186
3248	2247	NA
3249	2392	2717
3250	2441	2374
3251	2505	1663
3252	2873	2168
3253	2423	1663
3254	3010	NA
3255	2316	2374
3256	2682	123
398	NA	NA
3257	2493	NA
3258	2218	2310
3259	2218	2310
3260	2226	2168
3261	2541	2168
3262	2426	2679
3263	106	2207
3264	128	NA
3265	2476	NA
3266	2666	NA
399	NA	NA
3267	2138	2187
3268	2238	2168
3269	2859	1955
3270	2403	2221
3271	2881	1952
3272	2243	1955
3273	2249	2716
3274	2435	2198
3275	2435	2716
3276	2289	2353
400	NA	NA
3277	1817	102
3278	2522	2168
3279	2960	102
3280	2594	2661
3281	2706	NA
3282	2977	NA
3283	2463	2671
3284	2331	1955
3285	2424	2402
3286	2672	NA
401	NA	NA
3287	2471	124
3288	2333	2198
3289	2333	2198
3290	2662	2985
3291	2422	2353
3292	2248	2187
3293	2436	2171
3294	2687	2187
3295	2437	NA
3296	2627	1663
402	NA	NA
3297	2235	2761
3298	2758	2417
3299	2627	1663
3300	1740	123
3301	1740	123
3302	2416	3016
3303	2598	NA
3304	1741	NA
3305	2431	147
3306	112	2187
403	NA	NA
3307	2147	2549
3308	129	NA
3309	2699	2467
3310	2307	NA
3311	2418	NA
3312	2428	2761
3313	2428	2390
3314	2686	2353
3315	2483	2669
3316	2483	2187
404	NA	NA
3317	1950	2703
3318	1951	2168
3319	1725	1952
3320	2363	2761
3321	1963	2374
3322	2143	2413
3323	2145	2556
3324	2145	2556
3325	2759	2550
3326	2407	2997
405	NA	NA
3327	2439	NA
3328	2994	2198
3329	2751	147
3330	2696	2716
3331	2479	NA
3332	2241	147
3333	2713	2847
3334	2750	2353
3335	2747	2417
3336	2882	2869
406	NA	NA
3337	2979	2374
3338	2692	2187
3339	2438	2417
3340	2509	2735
3341	1833	2690
3342	1954	2413
3343	2136	2434
3344	2740	2353
3345	2606	NA
3346	1910	2171
407	NA	NA
3347	2983	2340
3348	2349	126
3349	2294	NA
3350	2421	NA
3351	1328	2187
3352	2731	2374
3353	2731	2374
3354	2728	2374
3355	2240	147
3356	2285	2342
408	NA	NA
3357	2538	3015
3358	3013	2291
3359	2893	2168
3360	2925	2340
3361	2346	1955
3362	2973	2340
3363	1332	2736
3364	2741	2374
3365	2723	2434
3366	2148	2198
409	NA	NA
3367	2626	2735
3368	2608	2716
3369	2596	2717
3370	2585	2187
3371	2215	2374
3372	NA	141
3373	1156	2997
3374	NA	2208
3375	133	2401
3376	NA	2402
410	NA	NA
3377	2667	2390
3378	NA	NA
3379	NA	1962
3380	132	2417
3381	NA	1955
3382	NA	NA
3383	2714	2187
3384	NA	2358
3385	NA	NA
3386	NA	NA
411	NA	NA
3387	2463	NA
3388	NA	3075
3389	2652	NA
3390	NA	2398
3391	NA	2374
3392	NA	148
3393	134	2601
3394	NA	122
3395	NA	NA
3396	NA	NA
412	NA	NA
3397	NA	NA
3398	2897	2374
3399	1180	2291
3400	2695	NA
3401	1180	NA
3402	2894	2374
3403	2894	2168
3404	NA	NA
3405	2856	2402
3406	2425	2291
413	NA	NA
3407	2913	2374
3408	2937	1955
3409	NA	NA
3410	2899	3087
3411	2678	2374
3412	2665	2358
3413	NA	NA
3414	NA	NA
3415	NA	NA
3416	3135	2187
414	NA	NA
3417	2749	2353
3418	2749	2869
3419	115	2345
3420	2905	2434
3421	2912	2417
3422	2851	1955
3423	2844	2620
3424	2955	3121
3425	NA	NA
3426	2895	123
415	NA	NA
3427	NA	NA
3428	2886	NA
3429	2738	2853
3430	NA	NA
3431	2738	2853
3432	2951	NA
3433	1739	NA
3434	2755	NA
3435	2993	2198
3436	NA	NA
416	NA	NA
3437	2141	2353
3438	NA	NA
3439	2242	NA
3440	2839	123
3441	3011	NA
3442	NA	NA
3443	1954	2413
3444	2331	NA
3445	2241	122
3446	2406	2291
115	NA	1690
417	NA	NA
3447	2406	2291
3448	2247	2374
3449	2138	2745
3450	2905	2291
3451	1725	NA
3452	NA	NA
3453	2226	NA
3454	2307	NA
3455	NA	NA
3456	2678	NA
418	NA	NA
3457	2678	2291
3458	2505	NA
3459	3261	3337
3460	3187	NA
3461	3123	2703
3462	2844	NA
3463	2424	2168
3464	1740	NA
3465	1740	2291
3466	2331	2756
419	NA	NA
3467	3056	157
3468	3080	NA
3469	2682	NA
3470	2437	2291
3471	2426	NA
3472	2859	2398
3473	2316	2168
3474	3074	NA
3475	2852	2760
3476	2913	2310
420	NA	NA
3477	2749	NA
3478	2871	2506
3479	2333	2398
3480	2333	2398
3481	2955	2739
3482	2955	NA
3483	2427	2374
3484	2346	NA
3485	2438	2904
3486	3158	NA
421	NA	NA
3487	2218	2669
3488	3135	2717
3489	3095	2168
3490	2238	2168
3491	3168	2374
3492	3284	2398
3493	2912	NA
3494	2706	NA
3495	3306	NA
3496	2873	2717
422	NA	NA
3497	2873	NA
3498	2240	NA
3499	2527	2716
3500	2527	NA
3501	2147	NA
3502	2471	NA
3503	2881	NA
3504	2881	NA
3505	2249	2669
3506	2249	2374
423	NA	NA
3507	2235	2762
3508	2235	2521
3509	2627	NA
3510	2418	NA
3511	2741	2368
3512	3288	3372
3513	2894	2168
3514	2894	2168
3515	3010	2398
3516	2430	2398
424	NA	NA
3517	2667	NA
3518	2886	2398
3519	2759	147
3520	2983	157
3521	3307	3285
3522	2598	2368
3523	2240	NA
3524	2686	138
3525	2882	2506
3526	2143	NA
425	NA	NA
3527	2136	3388
3528	3297	2398
3529	2692	2374
3530	2692	2374
3531	3011	2291
3532	1910	162
3533	2243	147
3534	3248	139
3535	2925	160
3536	2951	150
426	NA	NA
3537	1963	118
3538	2439	NA
3539	2713	NA
3540	2713	2904
3541	3170	2398
3542	3170	NA
3543	2585	NA
3544	2751	NA
3545	2851	NA
3546	2145	2506
116	987	977
427	NA	NA
3547	2145	2756
3548	2141	118
3549	2483	2985
3550	2483	2601
3551	2895	2601
3552	2740	NA
3553	3346	NA
3554	1332	2761
3555	3356	NA
3556	2441	2669
428	NA	NA
3557	2944	NA
3558	3273	2168
3559	2404	NA
3560	3061	2601
3561	2696	2936
3562	2696	2756
3563	3311	NA
3564	2747	NA
3565	3327	2345
3566	3345	3189
429	NA	NA
3567	2960	NA
3568	2429	NA
3569	2285	122
3570	3256	2669
3571	3292	2756
3572	2626	NA
3573	1951	3017
3574	2750	147
3575	3283	NA
3576	3340	138
430	NA	NA
3577	106	137
3578	2721	2434
3579	2416	3339
3580	2148	3020
3581	2839	2760
3582	2428	3019
3583	3338	2669
3584	2695	NA
3585	2509	2168
3586	2973	NA
431	NA	NA
3587	2672	2669
3588	2672	2669
3589	3354	NA
3590	2435	3384
3591	2435	3328
3592	2666	3308
3593	2993	2847
3594	3371	2601
3595	2731	3343
3596	2856	2716
432	NA	NA
3597	2215	2735
3598	2687	2601
3599	2899	2760
3600	2522	4373
3601	130	3359
3602	115	2506
3603	132	2735
3604	2708	NA
3605	2994	2745
3606	1860	NA
433	NA	NA
3607	2596	2661
3608	2836	2415
3609	1950	NA
3610	2606	2716
3611	2758	2847
3612	2728	2291
3613	2294	147
3614	2440	3285
3615	1860	2869
3616	2979	122
434	NA	NA
3617	3163	NA
3618	2538	2762
3619	2665	NA
3620	2392	160
3621	1954	NA
3622	133	147
3623	133	147
3624	2662	2669
3625	3352	2847
435	NA	NA
3626	3295	2291
3627	2431	NA
3628	2541	2291
3629	2594	2735
3630	135	2743
3631	NA	NA
3632	135	NA
3633	134	3277
3634	2407	NA
3635	2421	162
436	NA	NA
3636	1156	147
3637	1741	2620
3638	136	2374
3639	1817	2291
3640	2425	NA
3641	1328	2761
3642	112	145
3643	2436	2368
3644	NA	NA
3645	NA	2601
117	NA	NA
437	NA	NA
3646	3270	144
3647	NA	NA
3648	NA	148
3649	2363	2764
3650	2239	2936
3651	NA	2368
3652	NA	2669
3653	2463	160
3654	2950	3017
3655	2699	2976
438	NA	NA
3656	112	2521
3657	1951	2761
3658	NA	3018
3659	NA	NA
3660	NA	2739
3661	3049	2168
3662	2714	2864
3663	3320	NA
3664	3250	2760
3665	3302	2669
439	NA	NA
3666	3310	2620
3667	3289	2669
3668	3321	NA
3669	3290	3390
3670	3269	NA
3671	3268	3012
3672	3286	137
3673	NA	NA
3674	NA	NA
3675	2723	2762
440	NA	NA
3676	3336	2168
3677	3315	3287
3678	1339	2168
3679	3348	3293
3680	NA	NA
3681	2316	2374
3682	2247	2716
3683	2136	2661
3684	2844	3383
3685	3061	2763
441	NA	NA
3686	2723	157
3687	2505	2601
3688	2441	2669
3689	3284	2760
3690	3256	125
3691	2428	4377
3692	2218	2743
3693	3170	137
3694	2596	147
3695	2665	2717
442	NA	NA
3696	2721	125
3697	2138	2735
3698	3135	4177
3699	2899	2168
3700	2695	2763
3701	2333	3353
3702	2333	2291
3703	3249	2756
3704	2331	2168
3705	2873	147
443	NA	NA
3706	2527	157
3707	3168	2434
3708	3283	2762
3709	2425	160
3710	3269	NA
3711	2427	2168
3712	1817	2756
3713	1817	2756
3714	2859	2601
3715	2392	NA
444	NA	NA
3716	2392	139
3717	3246	3012
3718	2426	2291
3719	135	2717
3720	2749	3016
3721	2749	126
3722	2463	147
3723	2226	2754
3724	3366	2661
3725	2435	2345
445	NA	NA
3726	2435	2345
3727	2666	2350
3728	3371	2168
3729	2678	127
3730	2886	NA
3731	2522	2847
3732	2471	2717
3733	2471	3189
3734	3261	2434
3735	2856	161
446	NA	NA
3736	3310	2735
3737	2852	2764
3738	2686	150
3739	2667	137
3740	2687	147
3741	3176	NA
3742	2913	2717
3743	2243	2679
3744	3289	3369
3745	2706	2601
118	NA	NA
447	NA	NA
3746	2627	2756
3747	2662	2168
3748	2692	2374
3749	2692	2350
3750	2881	2847
3751	3336	126
3752	151	2761
3753	151	2761
3754	3095	3622
3755	2983	2350
448	NA	NA
3756	3297	2434
3757	3329	NA
3758	2240	NA
3759	2429	2756
3760	2429	137
3761	2431	2762
3762	2758	2669
3763	2905	2669
3764	2894	2168
3765	2147	2291
449	NA	NA
3766	3307	150
3767	2238	3330
3768	2882	150
3769	2307	2374
3770	2893	139
3771	2608	2756
3772	2249	NA
3773	2249	3349
3774	2294	2847
3775	2993	3522
450	NA	NA
3776	2437	2700
3777	2923	NA
3778	2349	122
3779	2950	2736
3780	2895	150
3781	1725	2743
3782	3123	2739
3783	2747	137
3784	2439	2760
3785	2960	2291
451	NA	NA
3786	2960	2291
3787	2713	3364
3788	2713	2760
3789	2598	2760
3790	2672	3019
3791	2672	3386
3792	2416	2601
3793	2925	2601
3794	3268	160
3795	2248	2869
452	NA	NA
3796	3056	161
3797	2738	2756
3798	2738	NA
3799	112	3364
3800	3373	2291
3801	2958	160
3802	2285	2717
3803	2740	3308
3804	2851	4175
3805	2239	160
453	NA	NA
3806	2912	2739
3807	2424	NA
3808	2363	2601
3809	2973	NA
3810	2145	2291
3811	2145	NA
3812	2652	NA
3813	1742	NA
3814	2436	2763
3815	2750	2601
454	NA	NA
3816	2148	122
3817	2438	2717
3818	2839	NA
3819	1963	2936
3820	2951	2761
3821	2509	2703
3822	2509	2601
3823	1951	2310
3824	3580	3384
3825	2421	2291
455	NA	NA
3826	2421	2291
3827	136	2869
3828	3049	150
3829	2755	2761
3830	134	2763
3831	2403	3598
3832	3074	3365
3833	2728	NA
3834	2406	2761
3835	2759	148
456	NA	NA
3836	3354	NA
3837	2751	4175
3838	2731	2556
3839	2731	2847
3840	1954	126
3841	1739	127
3842	130	2936
3843	152	157
3844	2422	2168
3845	NA	NA
119	NA	2232
457	NA	NA
3846	2696	150
3847	2696	2556
3848	1910	2669
3849	2606	2745
3850	2241	141
3851	1860	3367
3852	3350	2310
3853	2346	2168
3854	153	2601
3855	3302	3343
458	NA	NA
3856	2407	2745
3857	3250	2168
3858	133	NA
3859	133	NA
3860	3010	NA
3861	2483	NA
3862	3158	2521
3863	2836	NA
3864	2994	148
3865	2955	122
459	NA	NA
3866	2944	NA
3867	3011	NA
3868	NA	2762
3869	NA	162
3870	NA	137
3871	115	2601
3872	3187	2936
3873	NA	NA
3874	2567	127
3875	3295	2669
460	NA	NA
3876	NA	NA
3877	3569	2374
3878	3377	162
3879	2741	2374
3880	NA	NA
3881	NA	NA
3882	3340	3277
3883	3323	137
3884	2541	2168
3885	3306	NA
461	NA	NA
3886	3271	2756
3887	3347	2703
3888	3520	NA
3889	3599	2764
3890	3463	2409
3891	3485	3386
3892	NA	NA
3893	3520	2936
3894	2235	NA
3895	2235	NA
462	NA	NA
3896	NA	NA
3897	3487	NA
3898	3279	NA
3899	3248	3367
3900	NA	NA
3901	3315	3298
3902	NA	NA
3903	NA	NA
3904	3338	2374
3905	NA	NA
463	NA	NA
3906	NA	NA
3907	3652	2168
3908	NA	NA
3909	NA	NA
3910	NA	NA
3911	NA	NA
3912	2143	150
3913	NA	NA
3914	NA	NA
3915	NA	NA
464	NA	NA
3916	NA	NA
3917	NA	NA
3918	NA	NA
3919	NA	NA
3920	NA	NA
3921	NA	NA
3922	NA	NA
3923	NA	NA
3924	2913	2506
3925	3776	NA
465	NA	NA
3926	2138	143
3927	2247	2735
3928	3284	2904
3929	130	3342
3930	2682	2717
3931	2441	2985
3932	2852	2717
3933	3170	2847
3934	3187	3365
3935	3307	2864
466	NA	NA
3936	3487	2760
3937	2678	2601
3938	3599	3380
3939	2672	2908
3940	2483	2601
3941	2483	3318
3942	2235	2745
3943	3618	2985
3944	3323	3188
3945	2218	3489
120	NA	NA
467	NA	NA
3946	2218	2168
3947	3269	3017
3948	3624	3353
3949	2627	3391
3950	3249	3374
3951	2226	2601
3952	2856	3353
3953	2899	2717
3954	2249	3189
3955	2758	2847
468	NA	NA
3956	2471	2717
3957	3286	4175
3958	2665	3380
3959	3347	3390
3960	3261	2506
3961	2692	2847
3962	2692	2760
3963	2416	127
3964	2416	127
3965	2723	3388
469	NA	NA
3966	3525	155
3967	2316	2761
3968	2873	3017
3969	3492	2434
3970	2522	NA
3971	3010	NA
3972	3010	NA
3973	2331	2717
3974	3283	3018
3975	153	2434
470	NA	NA
3976	2148	2760
3977	2431	160
3978	2886	2506
3979	2886	2506
3980	3361	2735
3981	3361	NA
3982	2905	145
3983	2993	158
3984	2993	2601
3985	2145	2717
471	NA	NA
3986	2145	127
3987	3056	2434
3988	2538	2679
3989	3336	3592
3990	2695	2745
3991	2912	2760
3992	2882	3367
3993	2608	2717
3994	2666	3364
3995	3338	2620
472	NA	NA
3996	2913	2745
3997	3302	3012
3998	2759	NA
3999	2759	2847
4000	2881	161
4001	2346	139
4002	2955	NA
4003	3256	3578
4004	3366	2760
4005	2463	2761
473	NA	NA
4006	3268	2669
4007	2859	161
4008	2598	143
4009	2749	3018
4010	2749	3017
4011	3354	NA
4012	2686	NA
4013	2721	NA
4014	2747	2506
4015	3297	NA
474	NA	NA
4016	2407	NA
4017	2541	2745
4018	2333	139
4019	2333	139
4020	2983	2434
4021	2437	3393
4022	2662	2434
4023	3475	NA
4024	3270	NA
4025	2427	NA
475	NA	NA
4026	2239	2717
4027	2687	2601
4028	3289	2932
4029	2960	NA
4030	2731	150
4031	112	2434
4032	3490	3017
4033	2652	NA
4034	3373	NA
4035	2596	NA
476	NA	NA
4036	2851	NA
4037	3306	127
4038	2238	NA
4039	3095	2760
4040	2925	2168
4041	2950	2556
4042	3246	3012
4043	2937	3020
4044	2937	3020
4045	3329	139
86	NA	NA
121	NA	1300
477	NA	NA
4046	2839	126
4047	3537	NA
4048	2147	2745
4049	3074	4175
4050	2751	150
4051	2895	2669
4052	2895	NA
4053	3295	161
4054	3371	3603
4055	2871	3019
478	NA	NA
4056	2958	3016
4057	2248	127
4058	3176	162
4059	2307	157
4060	3061	NA
4061	2438	NA
4062	3467	2985
4063	2706	NA
4064	2699	160
4065	2425	NA
479	NA	NA
4066	3611	3391
4067	2738	2434
4068	2392	161
4069	2392	161
4070	2944	2168
4071	3312	NA
4072	3319	140
4073	2141	NA
4074	2141	2760
4075	2973	160
480	NA	NA
4076	2973	160
4077	3250	NA
4078	2424	NA
4079	3478	3343
4080	2289	2985
4081	2349	3318
4082	2755	2601
4083	152	2997
4084	152	3843
4085	3271	2717
481	NA	NA
4086	2439	157
4087	3158	2869
4088	3011	2761
4089	2728	NA
4090	1954	160
4091	2363	2601
4092	2509	3367
4093	2509	3367
4094	2740	2760
4095	2740	3364
482	NA	NA
4096	2421	NA
4097	3614	127
4098	1910	2847
4099	3320	2762
4100	2440	157
4101	2285	NA
4102	2285	NA
4103	2951	3342
4104	3279	2415
4105	2403	2506
483	NA	NA
4106	3653	NA
4107	3638	NA
4108	2994	2745
4109	4567	NA
4110	3245	2717
4111	3794	3596
4112	2626	2761
4113	3799	150
4114	3580	3017
4115	4349	157
484	NA	NA
4116	3595	127
4117	3585	2168
4118	1950	2669
4119	2505	NA
4120	2667	3015
4121	3363	NA
4122	2423	3365
4123	3049	2761
4124	2894	2717
4125	2894	2717
485	NA	NA
4126	3518	2717
4127	3377	3349
4128	3248	2745
4129	2672	3189
4130	NA	NA
4131	3723	156
4132	4351	3012
4133	3771	3494
4134	2905	3658
4135	3516	2760
486	NA	NA
4136	2505	2434
4137	NA	NA
4138	2567	2762
4139	NA	NA
4140	3738	2669
4141	NA	NA
4142	NA	NA
4143	NA	NA
4144	NA	NA
4145	NA	NA
122	NA	2399
487	NA	NA
4146	3750	2869
4147	NA	NA
4148	NA	NA
4149	2682	2716
4150	2699	2976
4151	NA	157
4152	3135	NA
4153	146	2168
4154	2143	3364
4155	3606	3016
488	NA	NA
4156	3315	2985
4157	2241	NA
4158	3635	NA
4159	2606	2745
4160	3610	NA
4161	3350	NA
4162	2836	NA
4163	2294	3188
4164	2979	157
4165	2923	126
489	NA	NA
4166	133	2904
4167	3013	3659
4168	3080	2669
4169	3832	3339
4170	136	3277
4171	3168	3367
4172	3123	3365
4173	NA	NA
4174	NA	NA
4175	NA	2620
490	NA	NA
4176	2708	NA
4177	2977	NA
4178	NA	2754
4179	NA	3333
4180	NA	148
4181	2750	2601
4182	3147	NA
4183	2245	2735
4184	NA	NA
4185	3375	2847
491	NA	NA
4186	NA	3019
4187	NA	NA
4188	NA	2620
4189	3348	2985
4190	2714	3017
4191	NA	NA
4192	NA	NA
4193	NA	162
4194	NA	NA
4195	131	162
492	NA	NA
4196	2441	139
4197	2881	3357
4198	2856	155
4199	2541	2761
4200	130	4175
4201	3487	NA
4202	3256	3189
4203	2427	2761
4204	3248	150
4205	2905	3333
493	NA	NA
4206	3269	2908
4207	3599	NA
4208	3371	4180
4209	3366	2985
4210	3261	160
4211	3580	3561
4212	3618	3189
4213	3049	2717
4214	3377	3337
4215	2662	NA
494	NA	NA
4216	3347	3017
4217	2899	139
4218	3249	2760
4219	3306	150
4220	3095	3019
4221	2316	160
4222	2392	2760
4223	2333	2669
4224	3170	3746
4225	3518	3388
495	NA	NA
4226	2738	160
4227	3268	3374
4228	3727	4175
4229	3516	NA
4230	2913	3016
4231	2852	3561
4232	2859	160
4233	2859	160
4234	3158	NA
4235	3461	2760
496	NA	NA
4236	2723	3615
4237	3056	3993
4238	3279	2310
4239	3338	NA
4240	3329	NA
4241	2893	3392
4242	3336	3333
4243	3492	3372
4244	3295	NA
4245	2758	2669
123	NA	NA
497	NA	NA
4246	2437	150
4247	3176	2761
4248	3250	4175
4249	2882	2760
4250	2608	161
4251	2886	3658
4252	2886	2760
4253	2652	3746
4254	2839	NA
4255	3611	4175
498	NA	NA
4256	3302	2760
4257	132	4600
4258	2983	4176
4259	2912	3392
4260	3312	2761
4261	3467	NA
4262	3123	144
4263	3297	2717
4264	2407	NA
4265	3270	2754
499	NA	NA
4266	3655	3952
4267	3638	139
4268	133	3019
4269	2851	2761
4270	2960	2761
4271	2960	145
4272	3284	144
4273	3271	3757
4274	3315	2717
4275	2751	NA
500	NA	NA
4276	3585	NA
4277	3490	4373
4278	2925	NA
4279	3653	3494
4280	2522	3016
4281	2714	3393
4282	2944	2717
4283	2994	2985
4284	2740	3364
4285	3635	127
501	NA	NA
4286	3320	2761
4287	2755	2761
4288	3168	2762
4289	3750	3489
4290	3363	NA
4291	3629	NA
4292	4346	2997
4293	4346	2997
4294	3805	3392
4295	4347	161
502	282	NA
4296	3614	145
4297	3245	2736
4298	3817	3391
4299	2979	NA
4300	2836	NA
4301	3520	2717
4302	3350	3392
4303	3361	2908
4304	3784	2985
4305	2138	2735
503	NA	NA
4306	2294	3333
4307	2294	127
4308	3537	160
4309	2439	160
4310	3354	3556
4311	3375	139
4312	2750	3300
4313	2682	NA
4314	153	127
4315	2567	3342
504	NA	NA
4316	NA	NA
4317	NA	NA
4318	3475	2760
4319	4348	3328
4320	NA	NA
4321	4150	3017
4322	3771	2760
4323	3307	NA
4324	NA	NA
4325	NA	NA
505	NA	NA
4326	3377	NA
4327	4149	3020
4328	NA	NA
4329	3708	4175
4330	3931	3017
4331	NA	NA
4332	3794	NA
4333	3682	2521
4334	3687	2717
4335	3828	3660
506	NA	NA
4336	4350	4377
4337	3808	NA
4338	4152	3314
4339	2686	NA
4340	4050	3489
4341	2977	NA
4342	3010	4371
4343	3326	2700
4344	2731	2310
4345	3010	NA
124	NA	1822
507	NA	NA
4346	NA	NA
4347	135	2494
4348	128	4175
4349	NA	1663
4350	NA	NA
4351	3147	NA
4352	3013	NA
4353	2714	3342
4354	2245	2985
508	NA	NA
4355	4167	3017
4356	4349	3016
4357	3283	2310
4358	3705	2521
4359	4367	3015
