ID	MOTHER	FATHER
1477	NA	NA
1478	NA	NA
1479	983	NA
1480	NA	NA
1481	NA	NA
1482	1157	NA
1483	NA	NA
1484	633	NA
1485	NA	NA
218	NA	NA
1486	NA	NA
1487	495	NA
1488	NA	NA
1489	NA	NA
1490	NA	NA
1491	NA	NA
1492	NA	NA
1493	NA	NA
1494	NA	NA
1495	NA	NA
219	NA	NA
1496	NA	NA
1497	NA	NA
1498	NA	NA
1499	634	NA
1500	NA	NA
1501	378	NA
1502	NA	NA
1503	NA	NA
1504	1317	NA
1505	NA	NA
220	NA	NA
1506	NA	NA
1507	NA	NA
1508	NA	NA
1509	NA	NA
1510	281	NA
1511	NA	NA
1512	1284	NA
1513	NA	NA
1514	494	NA
1515	NA	NA
221	NA	NA
1516	987	NA
1517	NA	NA
1518	NA	NA
1519	NA	NA
1520	NA	NA
1521	1329	NA
1522	1158	NA
1523	NA	NA
1524	NA	NA
1525	NA	NA
222	NA	NA
1526	NA	NA
1527	1174	NA
1528	1160	NA
1529	NA	NA
1530	NA	NA
1531	NA	NA
1532	493	NA
1533	630	NA
1534	NA	NA
1535	NA	NA
223	NA	NA
1536	NA	NA
1537	824	NA
1538	NA	NA
1539	NA	NA
1540	635	NA
1541	1335	NA
1542	NA	NA
1543	NA	NA
1544	493	NA
1545	1170	NA
224	NA	NA
1546	NA	NA
1547	643	NA
1548	NA	NA
1549	169	NA
1550	1306	NA
1551	645	NA
1552	1143	NA
1553	87	NA
1554	NA	NA
1555	NA	NA
225	NA	NA
1556	NA	NA
1557	NA	NA
1558	172	NA
1559	NA	NA
1560	NA	NA
1561	87	NA
1562	NA	NA
1563	NA	NA
1564	NA	NA
1565	NA	NA
226	NA	NA
1566	624	NA
1567	636	NA
1568	NA	NA
1569	NA	NA
1570	NA	NA
1571	NA	NA
1572	NA	NA
1573	823	NA
1574	NA	NA
1575	823	NA
97	NA	NA
227	NA	NA
1576	NA	NA
1577	984	NA
1578	631	NA
1579	NA	NA
1580	NA	NA
1581	NA	NA
1582	NA	NA
1583	NA	NA
1584	377	NA
1585	NA	NA
228	NA	NA
1586	628	NA
1587	NA	NA
1588	NA	NA
1589	NA	NA
1590	NA	NA
1591	NA	NA
1592	NA	NA
1593	829	NA
1594	NA	NA
1595	NA	NA
229	NA	NA
1596	NA	NA
1597	NA	NA
1598	NA	NA
1599	NA	NA
1600	NA	NA
1601	NA	NA
1602	1155	NA
1603	NA	NA
1604	NA	NA
1605	NA	NA
230	NA	NA
1606	NA	NA
1607	1156	NA
1608	NA	NA
1609	NA	NA
1610	NA	NA
1611	NA	NA
1612	629	NA
1613	NA	NA
1614	1339	NA
1615	NA	NA
231	NA	NA
1616	NA	NA
1617	NA	NA
1618	NA	NA
1619	NA	NA
1620	NA	NA
1621	NA	NA
1622	NA	NA
1623	NA	NA
1624	NA	NA
1625	NA	NA
232	NA	NA
1626	NA	NA
1627	NA	NA
1628	NA	NA
1629	NA	NA
1630	828	NA
1631	NA	NA
1632	NA	NA
1633	NA	NA
1634	NA	NA
1635	NA	NA
233	NA	NA
1636	NA	NA
1637	NA	NA
1638	NA	NA
1639	NA	NA
1640	NA	NA
1641	NA	NA
1642	NA	NA
1643	NA	NA
1644	1302	NA
1645	NA	NA
234	NA	NA
1646	NA	NA
1647	1326	NA
1648	NA	NA
1649	NA	NA
1650	NA	NA
1651	1319	NA
1652	NA	NA
1653	NA	NA
1654	NA	NA
1655	NA	NA
235	NA	NA
1656	NA	NA
1657	NA	NA
1658	NA	NA
1659	NA	NA
1660	NA	NA
1661	NA	NA
1662	NA	NA
1663	NA	NA
1664	975	NA
1665	492	NA
236	NA	NA
1666	282	NA
1667	654	NA
1668	654	NA
1669	NA	NA
1670	983	NA
1671	NA	NA
1672	979	NA
1673	826	NA
1674	497	NA
1675	1166	NA
98	NA	NA
237	NA	NA
1676	NA	NA
1677	NA	NA
1678	978	NA
1679	NA	NA
1680	1659	NA
1681	1157	NA
1682	NA	NA
1683	NA	NA
1684	981	NA
1685	NA	NA
238	NA	NA
1686	495	NA
1687	NA	NA
1688	NA	NA
1689	1174	NA
1690	982	NA
1691	1153	NA
1692	636	NA
1693	651	NA
1694	1333	NA
1695	NA	NA
239	NA	NA
1696	NA	NA
1697	1155	NA
1698	830	NA
1699	1149	NA
1700	635	NA
1701	824	NA
1702	109	NA
1703	95	NA
1704	500	NA
1705	87	NA
240	NA	NA
1706	980	NA
1707	1158	NA
1708	828	NA
1709	NA	NA
1710	649	NA
1711	1333	NA
1712	NA	NA
1713	1175	NA
1714	105	NA
1715	103	NA
241	NA	NA
1716	NA	NA
1717	1173	NA
1718	1365	NA
1719	648	NA
1720	1328	NA
1721	1662	NA
1722	1182	NA
1723	829	NA
1724	502	NA
1725	628	NA
242	NA	NA
1726	643	NA
1727	NA	NA
1728	NA	1362
1729	NA	NA
1730	NA	NA
1731	NA	NA
1732	NA	NA
1733	NA	NA
1734	NA	NA
1735	NA	NA
243	NA	NA
1736	632	NA
1737	NA	NA
1738	1160	NA
1739	1186	NA
1740	493	1300
1741	1183	NA
1742	1159	NA
1743	225	NA
1744	1469	NA
1745	501	NA
244	NA	NA
1746	1338	NA
1747	1323	NA
1748	1185	NA
1749	1319	NA
1750	986	NA
1751	NA	NA
1752	NA	NA
1753	823	NA
1754	823	NA
1755	418	NA
245	NA	NA
1756	1172	NA
1757	1320	NA
1758	1332	NA
1759	1171	NA
1760	1321	NA
1761	1302	NA
1762	NA	NA
1763	NA	NA
1764	NA	NA
1765	1339	NA
246	NA	NA
1766	1340	NA
1767	NA	NA
1768	NA	NA
1769	1303	NA
1770	380	NA
1771	630	NA
1772	1156	NA
1773	976	NA
1774	NA	NA
1775	NA	NA
99	NA	NA
247	NA	NA
1776	1178	NA
1777	1154	NA
1778	NA	NA
1779	NA	NA
1780	NA	NA
1781	1329	NA
1782	NA	NA
1783	631	NA
1784	631	NA
1785	NA	NA
248	NA	NA
1786	NA	NA
1787	NA	NA
1788	NA	NA
1789	825	NA
1790	NA	NA
1791	NA	NA
1792	NA	NA
1793	NA	NA
1794	NA	NA
1795	NA	NA
249	NA	NA
1796	NA	NA
1797	NA	NA
1798	NA	NA
1799	NA	NA
1800	649	NA
1801	1182	NA
1802	1329	NA
1803	109	NA
1804	500	NA
1805	987	NA
250	NA	NA
1806	1788	NA
1807	499	NA
1808	1714	NA
1809	628	NA
1810	497	1680
1811	1708	NA
1812	981	NA
1813	981	NA
1814	651	NA
1815	282	NA
251	NA	NA
1816	832	NA
1817	634	1184
1818	501	820
1819	1323	NA
1820	1178	NA
1821	495	NA
1822	1630	972
1823	1172	NA
1824	982	NA
1825	1320	NA
252	NA	NA
1826	1157	NA
1827	1157	NA
1828	1185	NA
1829	1740	NA
1830	1665	1693
1831	654	NA
1832	1303	1796
1833	1175	1690
1834	1725	NA
1835	NA	NA
253	NA	NA
1836	983	NA
1837	1302	NA
1838	1336	1300
1839	1319	NA
1840	1319	NA
1841	1167	1300
1842	1167	NA
1843	94	1663
1844	1340	NA
1845	1166	1300
254	NA	NA
1846	NA	NA
1847	NA	NA
1848	1115	NA
1849	1662	NA
1850	1171	NA
1851	87	NA
1852	87	NA
1853	117	NA
1854	650	NA
1855	493	1278
255	NA	NA
1856	493	NA
1857	637	NA
1858	1153	NA
1859	648	NA
1860	1673	NA
1861	1715	NA
1862	1739	NA
1863	NA	1278
1864	1154	NA
1865	1173	NA
256	NA	NA
1866	1699	NA
1867	1686	NA
1868	1158	NA
1869	1158	NA
1870	1628	NA
1871	109	NA
1872	1179	NA
1873	1698	102
1874	1682	NA
1875	1321	NA
100	NA	NA
257	NA	NA
1876	1559	NA
1877	830	1278
1878	830	NA
1879	1364	820
1880	1364	NA
1881	1341	NA
1882	824	NA
1883	NA	NA
1884	1159	820
1885	1629	NA
258	NA	NA
1886	1365	NA
1887	1789	1663
1888	825	NA
1889	1332	NA
1890	104	NA
1891	NA	NA
1892	632	NA
1893	1707	99
1894	1183	NA
1895	1681	NA
259	NA	NA
1896	1339	NA
1897	980	NA
1898	1174	NA
1899	NA	NA
1900	1709	NA
1901	1160	NA
1902	1738	NA
1903	NA	NA
1904	1702	NA
1905	979	NA
260	NA	NA
1906	1717	NA
1907	1258	NA
1908	1150	NA
1909	1328	1278
1910	637	NA
1911	1659	1674
1912	95	NA
1913	639	1184
1914	NA	NA
1915	648	977
261	NA	NA
1916	NA	977
1917	492	NA
1918	NA	NA
1919	380	1278
1920	NA	NA
1921	634	NA
1922	826	NA
1923	976	NA
1924	NA	NA
1925	NA	NA
262	NA	NA
1926	NA	NA
1927	NA	NA
1928	NA	NA
1929	NA	NA
1930	NA	NA
1931	103	NA
1932	NA	NA
1933	NA	NA
1934	NA	NA
1935	NA	NA
263	NA	NA
1936	NA	NA
1937	NA	NA
1938	NA	NA
1939	NA	NA
1940	NA	NA
1941	NA	NA
1942	NA	NA
1943	NA	NA
1944	NA	NA
1945	NA	NA
264	NA	NA
1946	NA	NA
1947	NA	99
1948	NA	1790
1949	NA	NA
1950	502	NA
1951	503	NA
1952	NA	NA
1953	NA	NA
265	NA	NA
1954	1149	NA
1955	NA	820
1956	978	NA
1957	1335	NA
1958	1186	820
1959	829	NA
1960	1337	1300
1961	1338	NA
266	NA	NA
1962	1159	NA
1963	1156	1278
1964	1741	NA
1965	1155	NA
1966	648	NA
1967	1154	NA
1968	1721	NA
1969	1527	NA
1970	NA	NA
1971	101	NA
101	1172	NA
267	NA	NA
1972	1559	NA
1973	1629	NA
1974	1173	NA
1975	1527	NA
1976	1341	NA
1977	NA	NA
1978	829	NA
1979	825	NA
1980	1659	NA
1981	1698	NA
268	NA	NA
1982	101	NA
1983	101	NA
1984	NA	NA
1985	1850	NA
1986	1832	NA
1987	1738	NA
1988	1826	NA
1989	1662	NA
1990	1171	NA
1991	497	NA
269	NA	NA
1992	1175	1300
1993	502	NA
1994	NA	NA
1995	NA	NA
1996	NA	NA
1997	654	NA
1998	1682	NA
1999	634	NA
2000	983	NA
2001	983	NA
270	NA	NA
2002	NA	NA
2003	1173	NA
2004	282	NA
2005	282	NA
2006	1686	NA
2007	1890	NA
2008	1341	NA
2009	1694	NA
2010	501	NA
2011	501	NA
271	NA	NA
2012	1673	NA
2013	632	NA
2014	832	NA
2015	1741	NA
2016	1818	NA
2017	1739	NA
2018	95	820
2019	NA	NA
2020	1185	NA
2021	830	NA
272	NA	NA
2022	NA	NA
2023	NA	NA
2024	981	NA
2025	979	NA
2026	495	NA
2027	495	NA
2028	1336	NA
2029	1912	NA
2030	NA	NA
2031	1857	NA
273	NA	NA
2032	1180	1278
2033	1881	NA
2034	1820	NA
2035	1166	NA
2036	1817	NA
2037	1320	NA
2038	1302	NA
2039	1924	NA
2040	1681	NA
2041	1699	NA
274	NA	NA
2042	1186	NA
2043	1186	NA
2044	1338	NA
2045	1736	NA
2046	1740	NA
2047	380	NA
2048	1839	NA
2049	NA	NA
2050	111	NA
2051	117	NA
275	NA	NA
2052	1714	NA
2053	1150	1790
2054	1824	NA
2055	1830	NA
2056	1721	NA
2057	1303	NA
2058	NA	NA
2059	106	1300
2060	106	NA
2061	1337	NA
276	NA	NA
2062	1167	NA
2063	1167	NA
2064	826	1278
2065	1319	1300
2066	649	977
2067	649	NA
2068	1364	NA
2069	1823	NA
2070	1178	NA
2071	1339	NA
84	NA	NA
102	639	NA
277	NA	NA
2072	1901	NA
2073	1332	NA
2074	1321	NA
2075	630	NA
2076	104	NA
2077	104	NA
2078	1717	NA
2079	828	NA
2080	1715	NA
2081	1898	NA
278	NA	NA
2082	1853	NA
2083	93	NA
2084	1702	NA
2085	1847	NA
2086	1969	NA
2087	NA	NA
2088	1153	NA
2089	1707	NA
2090	1951	1184
2091	1159	NA
279	NA	NA
2092	1159	NA
2093	1340	NA
2094	105	NA
2095	1156	NA
2096	1628	NA
2097	NA	NA
2098	1590	NA
2099	NA	1278
2100	1971	NA
2101	NA	NA
280	NA	NA
2102	1789	NA
2103	1725	NA
2104	1837	NA
2105	1903	NA
2106	1174	1300
2107	1896	NA
2108	NA	NA
2109	500	NA
2110	499	NA
2111	628	NA
281	NA	NA
2112	503	NA
2113	1963	NA
2114	1328	NA
2115	1893	NA
2116	1956	NA
2117	1874	NA
2118	1329	NA
2119	651	NA
2120	103	NA
2121	NA	NA
282	NA	NA
2122	96	NA
2123	1934	NA
2124	1935	NA
2125	NA	NA
2126	1708	NA
2127	648	NA
2128	648	NA
2129	831	NA
2130	831	NA
2131	1954	NA
283	NA	NA
2132	1335	NA
2133	978	NA
2134	NA	NA
2135	987	NA
2136	1149	NA
2137	NA	NA
2138	976	1680
2139	981	NA
2140	1160	NA
2141	1172	NA
284	NA	NA
2142	1179	NA
2143	1323	1278
2144	824	1798
2145	982	1691
2146	1630	NA
2147	637	977
2148	111	1184
2149	1183	NA
2150	1843	NA
2151	NA	NA
285	NA	NA
2152	1920	NA
2153	NA	NA
2154	NA	NA
2155	1917	NA
2156	1845	NA
2157	1950	NA
2158	NA	NA
2159	1897	NA
2160	1742	NA
2161	1849	NA
286	NA	NA
2162	1910	NA
2163	1855	NA
2164	NA	NA
2165	1886	NA
2166	1817	NA
2167	1171	NA
2168	1323	NA
2169	109	1680
2170	1150	NA
2171	654	NA
103	NA	NA
287	NA	NA
2172	1174	NA
2173	1183	NA
2174	1337	NA
2175	979	NA
2176	106	NA
2177	832	NA
2178	987	NA
2179	117	NA
2180	1960	NA
2181	1971	NA
288	NA	NA
2182	1159	1300
2183	983	977
2184	1628	NA
2185	1335	NA
2186	1172	NA
2187	982	1797
2188	1332	NA
2189	1320	NA
2190	1361	NA
2191	1329	NA
289	NA	NA
2192	1339	NA
2193	492	NA
2194	1896	NA
2195	1303	NA
2196	1178	NA
2197	1725	NA
2198	1186	NA
2199	1186	1278
2200	1629	1958
2201	1881	NA
290	NA	NA
2202	110	NA
2203	1951	NA
2204	1167	NA
2205	NA	1300
2206	824	NA
2207	1741	972
2208	NA	NA
2209	NA	NA
2210	NA	1705
2211	NA	NA
291	NA	NA
2212	NA	NA
2213	1181	1663
2214	NA	NA
2215	1956	1958
2216	NA	NA
2217	NA	NA
2218	1333	NA
2219	NA	1663
2220	NA	NA
2221	1893	NA
292	NA	NA
2222	NA	498
2223	NA	NA
2224	NA	NA
2225	NA	1705
2226	134	NA
2227	NA	NA
2228	NA	NA
2229	NA	NA
2230	NA	NA
2231	1328	1722
293	NA	NA
2232	NA	NA
2233	NA	NA
2234	981	NA
2235	1302	NA
2236	1337	1858
2237	1321	1790
2238	1160	1790
2239	1365	NA
2240	1156	1796
294	NA	NA
2241	1155	1790
2242	1157	99
2243	1159	1300
2244	1662	1691
2245	1149	NA
2246	1364	NA
2247	1175	NA
2248	1738	NA
2249	502	NA
2250	826	1278
295	NA	NA
2251	828	1691
2252	1167	1278
2253	1682	NA
2254	2095	NA
2255	1709	820
2256	NA	1790
2257	1818	NA
2258	1901	1300
2259	1843	1827
2260	1180	1705
296	NA	NA
2261	1180	1705
2262	1740	1300
2263	NA	NA
2264	1154	NA
2265	1897	1796
2266	1336	1184
2267	1833	1300
2268	651	NA
2269	1917	NA
2270	1115	NA
104	NA	NA
297	NA	NA
2271	651	NA
2272	1832	1722
2273	1863	NA
2274	1340	1676
2275	1340	1184
2276	1319	NA
2277	NA	NA
2278	NA	1278
2279	981	NA
2280	1178	NA
298	NA	NA
2281	1742	NA
2282	1736	NA
2283	1739	NA
2284	NA	NA
2285	1910	NA
2286	1559	NA
2287	1337	NA
2288	1341	NA
2289	1629	NA
2290	981	NA
299	NA	NA
2291	1174	NA
2292	1180	NA
2293	93	NA
2294	1303	1879
2295	1881	NA
2296	1182	NA
2297	1893	NA
2298	1893	NA
2299	1737	NA
2300	1737	NA
300	NA	NA
2301	1173	NA
2302	1173	NA
2303	1910	1300
2304	1629	NA
2305	1662	NA
2306	1896	NA
2307	1896	2208
2308	1178	NA
2309	1178	NA
2310	1365	1300
301	NA	NA
2311	110	1957
2312	1682	NA
2313	987	102
2314	1709	NA
2315	2138	1663
2316	1175	1663
2317	2148	1300
2318	2218	NA
2319	1817	1949
2320	1185	NA
302	NA	NA
2321	1171	1663
2322	NA	NA
2323	1738	1957
2324	1172	NA
2325	1157	2210
2326	983	2187
2327	2053	NA
2328	1167	1300
2329	1167	NA
2330	1336	1300
303	NA	NA
2331	1321	NA
2332	2200	1363
2333	1740	1952
2334	1740	NA
2335	2247	NA
2336	111	2228
2337	1186	1949
2338	1186	1949
2339	2237	1957
2340	1159	NA
304	NA	NA
2341	1183	1949
2342	2136	1952
2343	2239	NA
2344	106	1663
2345	1897	NA
2346	1150	NA
2347	2248	NA
2348	2141	NA
2349	1339	1957
2350	1332	NA
305	NA	NA
2351	2143	1952
2352	1156	NA
2353	2125	1958
2354	982	NA
2355	824	NA
2356	1951	102
2357	1181	NA
2358	2246	1955
2359	1739	NA
2360	1739	NA
306	NA	NA
2361	1630	NA
2362	1630	NA
2363	1335	1663
2364	2192	NA
2365	1328	NA
2366	1725	102
2367	2215	NA
2368	1149	2193
2369	828	1952
2370	2240	1879
105	NA	NA
307	NA	NA
2371	826	1663
2372	2242	1663
2373	654	2032
2374	1302	NA
2375	2169	NA
2376	1320	2205
2377	1364	NA
2378	1364	NA
2379	2139	1962
2380	1956	NA
308	NA	NA
2381	2250	2187
2382	103	123
2383	114	NA
2384	1323	1947
2385	1662	2032
2386	1160	1958
2387	1901	1300
2388	NA	1947
2389	2303	NA
309	NA	NA
2390	NA	NA
2391	NA	NA
2392	1736	1300
2393	NA	1300
2394	NA	2221
2395	2177	NA
2396	NA	1961
310	NA	NA
2397	2226	1822
2398	NA	NA
2399	NA	NA
2400	134	1663
2401	NA	NA
2402	NA	NA
2403	NA	1957
2404	117	NA
311	NA	NA
2405	111	2228
2406	1911	1961
2407	1154	1879
2408	1155	1947
2409	1845	NA
2410	NA	1363
2411	NA	NA
2412	2236	2214
312	NA	NA
2413	2249	1962
2414	2235	1879
2415	109	1300
2416	1319	1879
2417	1328	1300
2418	1340	2210
2419	1159	NA
2420	NA	NA
2421	1963	2032
2422	1951	102
313	NA	NA
2423	1172	1300
2424	1741	1949
2425	832	1958
2426	1971	1949
2427	1971	1949
2428	1332	NA
2429	1319	1879
2430	2285	NA
2431	1329	1955
314	NA	NA
2432	828	1947
2433	2147	1955
2434	651	123
2435	1959	2193
2436	2238	2232
2437	1833	1957
2438	1329	1955
2439	1860	1663
2440	2145	1962
2441	1954	1300
315	NA	NA
2442	2181	NA
2443	2243	2204
2444	NA	NA
2445	1960	1300
2446	2251	2198
2447	2185	NA
2448	NA	NA
2449	NA	NA
2450	NA	NA
2451	114	2222
316	NA	NA
2452	824	NA
2453	1303	NA
2454	1303	2232
2455	1157	2225
2456	2169	NA
2457	2312	NA
2458	1709	NA
2459	1320	NA
2460	1717	NA
2461	1173	NA
106	978	NA
317	NA	NA
2462	1173	NA
2463	1181	NA
2464	2053	NA
2465	1182	NA
2466	1361	NA
2467	116	2317
2468	1911	2210
2469	2311	NA
2470	2316	1663
2471	502	1663
318	NA	NA
2472	1180	1952
2473	1953	NA
2474	1953	1300
2475	2177	1663
2476	2247	NA
2477	1341	NA
2478	2237	2399
2479	981	NA
2480	106	NA
2481	106	1955
319	NA	NA
2482	654	NA
2483	654	1962
2484	2235	1962
2485	1364	2244
2486	1364	NA
2487	2200	NA
2488	2344	2193
2489	2218	1952
2490	2218	1952
2491	NA	2214
320	NA	NA
2492	NA	NA
2493	832	2183
2494	2138	2225
2495	NA	NA
2496	2426	2193
2497	1174	2399
2498	1901	1952
2499	1901	1952
2500	2424	2214
2501	2427	2193
321	NA	NA
2502	1971	2178
2503	1971	2178
2504	2215	1663
2505	NA	NA
2506	1175	1962
2507	1738	2178
2508	2362	2214
2509	1178	2187
2510	1178	2315
2511	1319	1663
322	NA	NA
2512	1319	1663
2513	2236	2228
2514	2236	NA
2515	1159	1300
2516	1159	NA
2517	2406	2361
2518	2249	1962
2519	2243	NA
2520	2349	NA
2521	1817	NA
323	NA	NA
2522	1336	1663
2523	1167	2214
2524	1167	2219
2525	1741	2284
2526	1183	NA
2527	109	2325
2528	983	NA
2529	983	NA
2530	1740	1957
2531	1740	2220
324	NA	NA
2532	1833	NA
2533	1833	NA
2534	1960	NA
2535	1960	NA
2536	987	2214
2537	2346	2193
2538	2239	NA
2539	2147	2219
2540	2343	2234
2541	2148	NA
325	NA	NA
2542	2248	1300
2543	1172	NA
2544	1172	1952
2545	1845	NA
2546	1845	2222
2547	117	2225
2548	1150	NA
2549	1149	1957
2550	2238	1663
2551	1332	2244
326	NA	NA
2552	133	2222
2553	1328	NA
2554	1328	NA
2555	2285	2204
2556	111	2204
2557	2416	NA
2558	1186	123
2559	1186	2345
2560	1339	NA
2561	1365	2210
107	NA	NA
327	NA	NA
2562	1951	123
2563	1951	NA
2564	2429	2402
2565	1340	NA
2566	1736	NA
2567	1160	1962
2568	2141	NA
2569	2141	NA
2570	1896	2221
2571	1896	2187
328	NA	NA
2572	2436	2187
2573	2323	2220
2574	2384	NA
2575	1155	2391
2576	2226	1663
2577	1910	2244
2578	1954	1663
2579	2136	1952
2580	1725	NA
2581	1630	2187
329	NA	NA
2582	1739	1952
2583	2246	1300
2584	2145	NA
2585	1156	NA
2586	2373	2187
2587	1329	1663
2588	2333	1300
2589	2386	NA
2590	1956	NA
2591	2289	NA
330	NA	NA
2592	828	99
2593	1629	NA
2594	1629	NA
2595	1950	1961
2596	1860	2372
2597	1333	NA
2598	103	1957
2599	1323	2214
2600	2145	2327
331	NA	NA
2601	1959	2187
2602	2241	NA
2603	2385	1958
2604	2382	2195
2605	1302	2195
2606	826	1663
2607	979	1300
2608	1628	NA
332	NA	NA
2609	1628	2217
2610	2303	1952
2611	2366	NA
2612	1897	2376
2613	1742	1958
2614	2290	NA
2615	115	2345
2616	NA	NA
2617	NA	NA
333	NA	NA
2618	NA	NA
2619	NA	2326
2620	NA	NA
2621	1335	NA
2622	2363	1961
2623	NA	NA
2624	NA	NA
2625	112	NA
334	NA	NA
2626	2192	NA
2627	982	NA
2628	NA	2222
2629	129	NA
2630	NA	2196
2631	2423	2183
2632	2435	NA
2633	651	NA
2634	651	2210
335	NA	NA
2635	2419	1952
2636	NA	NA
2637	NA	NA
2638	NA	NA
2639	2146	NA
2640	2146	2306
2641	1321	NA
2642	2331	NA
2643	2412	1952
2644	NA	NA
336	NA	NA
2645	NA	NA
2646	2387	NA
2647	NA	NA
2648	2339	2187
2649	NA	NA
2650	2143	NA
2651	2241	NA
2652	1860	1952
2653	2349	NA
2654	1365	NA
108	NA	NA
337	NA	NA
2655	1630	2340
2656	1302	1955
2657	2316	NA
2658	1341	1300
2659	2243	1955
2660	2412	2187
2661	2249	1955
2662	2392	1663
2663	2437	2187
2664	2289	1957
338	NA	NA
2665	2218	2284
2666	106	2195
2667	106	2195
2668	2333	2222
2669	1817	1300
2670	2226	2473
2671	1956	2223
2672	654	2334
2673	1833	2224
2674	1319	2365
339	NA	NA
2675	1174	2221
2676	2331	2183
2677	2237	NA
2678	2236	2341
2679	1336	1663
2680	1160	1961
2681	1150	2190
2682	1150	NA
2683	1740	NA
2684	2215	NA
340	NA	NA
2685	2430	2207
2686	2147	1663
2687	1333	NA
2688	1628	NA
2689	982	1955
2690	2426	NA
2691	2479	2214
2692	1157	2214
2693	2416	NA
2694	NA	NA
341	NA	NA
2695	2427	2400
2696	1960	NA
2697	1335	2223
2698	1959	2137
2699	1738	1957
2700	1149	NA
2701	824	NA
2702	116	NA
2703	1741	NA
2704	987	2187
342	NA	NA
2705	1332	2187
2706	115	NA
2707	1156	1955
2708	1181	118
2709	1725	2390
2710	1954	NA
2711	1901	NA
2712	1739	NA
2713	1364	2398
2714	2403	NA
343	NA	NA
2715	1328	2187
2716	1321	NA
2717	1963	2391
2718	2238	1952
2719	1629	2196
2720	1897	123
2721	2141	1955
2722	2240	2232
2723	2148	2195
2724	2248	NA
344	NA	NA
2725	1323	2234
2726	1323	2234
2727	1662	NA
2728	1662	NA
2729	2239	NA
2730	2363	2187
2731	1950	NA
2732	117	1952
2733	1951	2208
2734	103	2187
345	NA	NA
2735	2053	2244
2736	2438	2601
2737	2431	2601
2738	112	2601
2739	2145	2342
2740	1910	2225
2741	1740	2514
346	NA	NA
2742	NA	2205
2743	NA	NA
2744	NA	NA
2745	NA	123
2746	NA	NA
2747	2145	2244
2748	1166	2219
2749	2236	2171
2750	1736	2210
2751	2138	2220
109	NA	NA
347	NA	NA
2752	1951	NA
2753	1303	NA
2754	NA	NA
2755	1896	NA
2756	1178	123
2757	NA	NA
2758	492	2207
2759	2143	2221
2760	NA	2183
2761	NA	2211
348	NA	NA
2762	NA	2220
2763	NA	2284
2764	NA	NA
2765	2419	2353
2766	2476	2232
2767	2247	2620
2768	1911	NA
2769	2433	2222
2770	2423	NA
2771	1742	2221
349	NA	NA
2772	1180	1957
2773	1180	NA
2774	2471	2198
2775	1175	1962
2776	1175	1961
2777	2535	2183
2778	2346	2221
2779	1186	2220
2780	1186	2220
2781	2414	2365
350	NA	NA
2782	2597	2190
2783	1709	123
2784	2541	NA
2785	2418	NA
2786	2625	2244
2787	2547	2401
2788	2441	2187
2789	1167	2187
2790	1167	2187
2791	2136	1663
351	NA	NA
2792	2440	NA
2793	2440	2198
2794	2422	2284
2795	2585	2232
2796	NA	2244
2797	NA	NA
2798	2429	2195
2799	2436	NA
2800	1333	NA
2801	128	NA
352	NA	NA
2802	2482	2225
2803	2493	2507
2804	2421	NA
2805	1336	1957
2806	2435	NA
2807	2406	NA
2808	1845	2137
2809	1845	2365
2810	1339	123
2811	NA	2590
353	NA	NA
2812	1339	123
2813	2525	2224
2814	2285	NA
2815	2542	2401
2816	2406	2356
2817	2452	2187
2818	1971	2390
2819	2566	NA
2820	NA	NA
2821	2428	NA
354	NA	NA
2822	2242	2334
2823	2307	1957
2824	1896	NA
2825	2524	1663
2826	2627	2397
2827	2323	NA
2828	2192	2402
2829	2598	1952
2830	2509	2214
2831	114	126
355	NA	NA
2832	2608	NA
2833	2626	2208
2834	2479	2374
2835	1629	NA
2836	2290	2187
2837	2242	2413
2838	2242	2413
2839	2294	2413
2840	2053	NA
2841	2226	NA
356	NA	NA
2842	2289	NA
2843	2389	NA
2844	2476	2234
2845	982	2400
2846	2493	2340
2847	2441	2187
2848	2247	2187
2849	2505	2620
2850	2423	2467
2851	2522	2207
110	NA	NA
357	NA	NA
2852	1175	2314
2853	2331	2229
2854	2419	2743
2855	2419	123
2856	2427	NA
2857	2236	2187
2858	2236	2187
2859	2426	2168
2860	1323	1955
2861	1323	1955
358	NA	NA
2862	2625	102
2863	2218	NA
2864	2541	NA
2865	1341	1952
2866	1341	NA
2867	133	2351
2868	2249	2620
2869	2471	NA
2870	2243	2168
2871	2608	2229
359	NA	NA
2872	1180	NA
2873	1180	NA
2874	2235	1952
2875	654	1663
2876	654	2673
2877	106	1300
2878	106	NA
2879	1817	2417
2880	1817	2417
2881	2524	2717
360	NA	NA
2882	2138	2417
2883	1963	NA
2884	1174	2417
2885	2241	2228
2886	2416	1952
2887	2333	NA
2888	2333	2374
2889	1738	2229
2890	2682	2410
2891	1628	2208
361	NA	NA
2892	1628	NA
2893	1332	2434
2894	1740	2208
2895	1150	2168
2896	1901	2417
2897	1901	2417
2898	2307	2358
2899	2237	NA
2900	2392	2417
2901	2392	2417
362	NA	NA
2902	1302	1300
2903	2429	2417
2904	2698	1300
2905	2627	NA
2906	2406	2291
2907	2412	2374
2908	1333	2207
2909	1971	2229
2910	1971	2208
2911	1960	1955
363	NA	NA
2912	2437	2171
2913	1336	2208
2914	117	1300
2915	2323	2326
2916	2436	2229
2917	2483	NA
2918	2285	2291
2919	2285	2291
2920	2240	NA
2921	2430	2291
